Object_ID;School_Name;shape
193;COLUMBUS ENTERPRISE SCHOOL;MULTIPOLYGON (((2103265.616919443 160326.27985501289, 2103268.7481467724 160324.69783718884, 2103271.9479435235 160323.25787943602, 2103275.2081076056 160321.96490302682, 2103278.5240458548 160320.81989218295, 2103281.8878842741 160319.82612776756, 2103285.2940454483 160318.98492209613, 2103288.7339991927 160318.29791560769, 2103292.2018400282 160317.76707677543, 2103295.6900220215 160317.393061772, 2103299.1909992695 160317.17685484886, 2103302.6978820264 160317.11911219358, 2103306.2050928622 160317.22016185522, 2103309.7031173557 160317.47803534567, 2103313.1860500276 160317.89404502511, 2103316.6470011026 160318.46687851846, 2103320.0790808648 160319.1958796829, 2103323.4740871936 160320.07809576392, 2103326.82611461 160321.1128706038, 2103330.1269610226 160322.29790760577, 2103333.3720332682 160323.63091018796, 2103336.790989697 160325.14403052628, 2103340.1459698528 160326.79494585097, 2103343.43008402 160328.58201576769, 2103346.6380828619 160330.50195944309, 2103349.7650451064 160332.55083985627, 2103352.8060495257 160334.72603234649, 2103355.7558467686 160337.02392801642, 2103358.6088594496 160339.43993368745, 2103361.361150533 160341.97109660506, 2103364.0071426034 160344.61183935404, 2103366.5428986996 160347.358881101, 2103368.9651379436 160350.20795677602, 2103371.2679548562 160353.15316085517, 2103373.4500371069 160356.18891593814, 2103375.5051511079 160359.31194119155, 2103377.4310002774 160362.51698726416, 2103379.2239756882 160365.79683634639, 2103380.8821088523 160369.14886376262, 2103382.4011346996 160372.56486743689, 2103383.7800689489 160376.0399260968, 2103429.2100961953 160628.3799726069, 2103316.640111357 160626.12013460696, 2103309.2500342727 160470.85010392964, 2103328.1899570227 160456.92985618114, 2103327.3671240211 160455.39409810305, 2103326.464894861 160453.90984910727, 2103325.4839256853 160452.4761249423, 2103324.4268411994 160451.09784685075, 2103323.2959379405 160449.777967602, 2103322.0961371958 160448.52206459641, 2103320.82907936 160447.33309060335, 2103319.50099802 160446.21399834752, 2103318.1128774434 160445.16806869209, 2103316.6709511876 160444.19891051948, 2103315.1791562736 160443.30914852023, 2103313.6411016136 160442.5020635128, 2103312.0610522777 160441.77798360586, 2103310.4449137747 160441.14215810597, 2103308.7959669381 160440.59393085539, 2103307.1201172769 160440.13494226336, 2103305.42195794 160439.76814509928, 2103303.7070663571 160439.493867442, 2103301.979051441 160439.31210927665, 2103300.2441467792 160439.2248391062, 2103297.6388370246 160439.46893310547, 2103295.0620705187 160439.91414219141, 2103292.5259863585 160440.5558731854, 2103290.0479729474 160441.39314185083, 2103287.6411536038 160442.41807419062, 2103285.3219325244 160443.62706126273, 2103283.1021206975 160445.0109167695, 2103280.9961537719 160446.56307901442, 2103279.0158427805 160448.27206510305, 2103277.1749671996 160450.13000102341, 2103275.4820571989 160452.12409152091, 2103273.9489237815 160454.24285368621, 2103272.5840971023 160456.47513268888, 2103271.3961073607 160458.80485244095, 2103270.3908600211 160461.21987384558, 2103269.5759010315 160463.7051050961, 2103268.9548392743 160466.24611051381, 2103268.5329241157 160468.828126356, 2103268.3111397773 160471.43409226835, 2103268.2901424468 160474.04990068078, 2103298.7398846895 160473.25003351271, 2103308.9800216854 160626.56993685663, 2103213.4900551885 160625.25005760789, 2103215.38998577 160399.01002451777, 2103215.8440531045 160394.39914135635, 2103216.542870611 160389.81712952256, 2103217.4841416925 160385.27809660137, 2103218.6668821126 160380.79615019262, 2103220.08584252 160376.3840855211, 2103221.7390544415 160372.05305743217, 2103223.6199561954 160367.81586118042, 2103225.7239546031 160363.68594819307, 2103228.0451441854 160359.67316094041, 2103230.5759790242 160355.78996659815, 2103233.3108816892 160352.04784810543, 2103236.2409939468 160348.4559917748, 2103239.3590979427 160345.02489626408, 2103242.6540388614 160341.76604451239, 2103246.1189269423 160338.68698243797, 2103249.7429354489 160335.79591210186, 2103253.5158937722 160333.10300409794, 2103257.4259909391 160330.61416393518, 2103261.4640406072 160328.33792176843, 2103265.616919443 160326.27985501289)), ((2103524.6298528612 160985.08988910913, 2103376.0300844461 160984.3599036932, 2103332.2601588517 160687.47007751465, 2103435.190071106 160687.729919523, 2103476.7598698586 160845.22009010613, 2103477.5580966026 160848.20302377641, 2103478.4409688562 160851.16299159825, 2103479.4068461955 160854.09605661035, 2103480.4550724477 160857.00090643764, 2103481.5859756917 160859.87491643429, 2103482.7979155183 160862.71611809731, 2103484.0889234394 160865.52090251446, 2103485.4599836916 160868.28894160688, 2103486.9081435204 160871.01597027481, 2103488.4330748618 160873.70198851824, 2103490.0341215283 160876.34305934608, 2103491.708986938 160878.93688619137, 2103493.4570149481 160881.48412518203, 2103495.275908947 160883.97887085378, 2103497.1650127769 160886.42309167981, 2103499.1230141073 160888.81088218093, 2103501.1469601989 160891.14289851487, 2103503.2368510216 160893.41684409976, 2103505.3900619447 160895.63107852638, 2103507.6059367806 160897.78297710419, 2103509.9960238636 160900.73605518043, 2103512.3700348586 160903.70192852616, 2103514.7279697806 160906.68190944195, 2103517.0678601116 160909.67501369119, 2103519.3920024484 160912.67992894351, 2103521.6990844458 160915.69895176589, 2103523.9900903553 160918.73109793663, 2103526.2630516887 160921.77505509555, 2103528.5189526975 160924.83213560283, 2103530.7581214458 160927.9010270983, 2103532.9799017757 160930.98304194212, 2103535.18494986 160934.07785202563, 2103537.3719533533 160937.18414501846, 2103539.541896522 160940.302905187, 2103541.6941231936 160943.43413251638, 2103543.8289614469 160946.57585851848, 2103545.9470674396 160949.7310359329, 2103548.0461446047 160952.8980243504, 2103550.1281614453 160956.0758395195, 2103552.1931179464 160959.26612184942, 2103552.3000731021 160961.44098627567, 2103552.2078816891 160963.61716301739, 2103551.9178560227 160965.7759513557, 2103551.4329488575 160967.89996285737, 2103550.7561129481 160969.96984060109, 2103549.8929256946 160971.96983660758, 2103548.8519172817 160973.88289052248, 2103547.6409616917 160975.69292627275, 2103546.268917188 160977.38485202193, 2103544.7489071041 160978.94488826394, 2103543.093070522 160980.36089593172, 2103541.3148588538 160981.61909551919, 2103539.4300201088 160982.70997260511, 2103537.4529899359 160983.62401276827, 2103535.4011567682 160984.3549824357, 2103533.2909247726 160984.89500761032, 2103531.1400104463 160985.24113552272, 2103528.9671145231 160985.38910110295, 2103526.129849866 160985.09710693359, 2103524.6298528612 160985.08988910913)), ((2103352.6800655276 160984.10006168485, 2103210.6898639351 160982.29986843467, 2103213.99005419 160687.51010368764, 2103314.9301410317 160687.729919523, 2103352.6800655276 160984.10006168485)))
194;CORONADO HEIGHTS ES;POLYGON ((2090353.9895275235 192886.21145418286, 2090806.1192006916 192889.57069943845, 2090808.7399303615 193032.43983626366, 2090920.1701536924 193031.38012710214, 2090920.1199569404 193054.59989693761, 2090951.5099860281 193054.00016060472, 2090948.5598606914 193244.42989785969, 2090948.4479842782 193250.2110542655, 2090948.1710819453 193255.98597709835, 2090947.7311221957 193261.7510574311, 2090947.127120778 193267.50104594231, 2090946.3600619435 193273.23200559616, 2090945.4309299439 193278.93901517987, 2090944.3390686065 193284.61715343595, 2090943.0871026069 193290.26084293425, 2090941.6750319451 193295.86811518669, 2090940.1051531881 193301.43306468427, 2090938.3761540204 193306.95011402667, 2090936.4919714481 193312.41696660221, 2090934.4539177716 193317.82706077397, 2090932.2619930208 193323.17809993029, 2090929.9201341867 193328.4628662765, 2090927.4280131906 193333.68103168905, 2090924.7889108658 193338.8250502646, 2090922.0051237792 193343.89295351505, 2090919.0769800246 193348.87916402519, 2090916.0100570321 193353.78007285297, 2090835.7900731117 193462.89009085298, 2090591.720023185 193462.85990718007, 2090468.6398887783 193464.14008834958, 2090468.6198756993 193435.00005477667, 2090468.5798495263 193370.76002576947, 2090468.5401514471 193302.74999119341, 2090468.5099677742 193230.15991327167, 2090468.7901509404 193032.38012510538, 2090344.5299007744 193030.89128293097, 2090352.759543106 192935.71135517955, 2090353.9895275235 192886.21145418286))
195;COUNCIL GROVE ES;POLYGON ((2071507.8799101114 172300.04002818465, 2071512.1800983548 171867.3601192683, 2071955.2100521922 171871.1599804312, 2072387.7698826045 171872.78005594015, 2072387.450001359 171958.46984519064, 2072387.2200149447 172021.59996826947, 2072386.9401598573 172097.73990784585, 2072386.7698846161 172161.62002943456, 2072386.6199505329 172215.63993452489, 2072386.4798589349 172268.39999960363, 2072386.3499379456 172315.76014110446, 2072384.3899681121 172315.72995743155, 2072337.3300228566 172314.89006410539, 2072261.0299786031 172313.54000118375, 2072195.8700039387 172312.37989851832, 2072128.1201394349 172311.18009777367, 2072069.9201246053 172310.14991609752, 2072016.1200353652 172309.20011484623, 2071960.0801211894 172308.20995935798, 2071948.9899202734 172308.01015660167, 2071904.0300364494 172307.20011885464, 2071847.9901222736 172306.18010777235, 2071790.4098568559 172305.14008359611, 2071711.57996203 172303.72013893723, 2071507.8799101114 172300.04002818465))
196;DOUGLASS HS;POLYGON ((2124358.7801136076 173037.92011409998, 2125271.6001383662 173054.90990951657, 2125549.5300286859 173392.92006027699, 2125944.7900649458 173397.50994610786, 2125952.7001541108 173736.21989859641, 2125420.65987961 173736.2999509424, 2125421.3865841925 173892.34950760007, 2125091.4453149438 173898.54503327608, 2125089.9381001145 174581.2631560266, 2125089.9298980236 174583.21000252664, 2124346.8099931926 174570.60996210575, 2124358.7801136076 173037.92011409998))
197;DOVE SCIENCE ACADEMY (OKC);MULTIPOLYGON (((2109027.650014773 180071.68983918428, 2108826.5700363517 180069.47002735734, 2108826.0099981129 179930.28985951841, 2109027.6700278521 179932.9499591887, 2109027.650014773 180071.68983918428)), ((2108927.6400441974 180090.65994560719, 2109078.5800310224 180092.55003368855, 2109079.910080865 180232.26005610824, 2108928.9901071042 180231.11012402177, 2108927.6400441974 180090.65994560719)))
199;MIDWEST CITY ES;POLYGON ((2149576.5200323611 162212.63992743194, 2149576.7300056964 161948.50987826288, 2149565.7900669426 161860.63013276458, 2149543.3599936962 161760.48007060587, 2149534.9699186087 161664.87002560496, 2149535.1500363648 161613.81008835137, 2149593.8700632751 161613.91015377641, 2149646.5901021957 161613.98987801373, 2149696.5201204419 161614.06993035972, 2149746.4599811882 161614.16015326977, 2149796.4100125283 161614.239877522, 2149852.3498612791 161614.33010043204, 2149905.7900431156 161614.41999526322, 2149959.2499099374 161614.5098901093, 2150012.719947353 161614.69000785053, 2150119.6298385262 161615.14013817906, 2150162.8800801039 161615.31992785633, 2150635.5782816857 161616.14013618231, 2150625.596346274 162243.41315984726, 2150404.4343870282 162243.54045619071, 2150274.2263141125 162184.51268710196, 2150230.8235137761 162224.44338151813, 2150036.3790207803 162128.9573520124, 2149706.5178038627 162262.63785894215, 2149576.5600585192 162263.50006192923, 2149576.5200323611 162212.63992743194))
200;EDGEMERE ES;POLYGON ((2111407.5501106083 183217.90992468596, 2111111.670124948 183217.53984668851, 2111111.9099538624 182926.02993102372, 2111110.6399432719 182729.15991793573, 2111410.6399994493 182731.25013685226, 2111411.3998404443 182930.12014593184, 2111407.5501106083 183217.90992468596))
201;EDWARDS ES;POLYGON ((2126974.2371530235 175305.59996193647, 2127019.280041948 174844.4099394381, 2127033.7898554355 174695.84002660215, 2127257.9800238609 174696.99487993121, 2127269.4898433536 174845.76000235975, 2127283.5498546064 175027.810163185, 2127288.1800946891 175053.7900981009, 2127293.1899271905 175079.68998068571, 2127298.5898507684 175105.51998151839, 2127304.3798654377 175131.26993001997, 2127310.5701417774 175156.92014119029, 2127317.1400105208 175182.48012943566, 2127324.0999703556 175207.94989477098, 2127331.4300081879 175233.290067181, 2127339.1501371115 175258.54001668096, 2127347.2600290328 175283.66004519165, 2127352.190137282 175298.32996335626, 2127123.3999124467 175301.66985169053, 2127123.2539153546 175303.22988793254, 2126974.2371530235 175305.59996193647))
202;EISENHOWER ES;POLYGON ((2118445.4540137798 208920.709896937, 2121062.4491078556 208929.433960855, 2121053.7260281891 210255.3781593591, 2119710.3350141943 210242.29288367927, 2119723.4199617803 209252.19611060619, 2118441.09214586 209234.7499512732, 2118445.4540137798 208920.709896937))
203;F. D. MOON ACADEMY/MASS MEDIA;MULTIPOLYGON (((2124109.6999031156 176391.62994210422, 2124109.0401275307 176494.8098538518, 2124108.7300887704 176544.21001751721, 2124108.4000369459 176595.26011227071, 2124108.0699851066 176647.96013809741, 2124107.7599463612 176695.46988560259, 2124107.4499076158 176745.2299566865, 2124107.1398688555 176792.90997943282, 2124106.81998761 176843.730087772, 2124106.5001063645 176894.02001343668, 2124105.0001093596 176894.01804493368, 2123990.1899715215 176893.8500662744, 2123989.739841193 176843.02011543512, 2123800.4098392725 176841.67005251348, 2123800.6401537806 176892.43996410072, 2123677.1000465304 176891.89009644091, 2123670.419941783 176392.0699018538, 2124109.6999031156 176391.62994210422)), ((2123619.7100694478 176891.04003252089, 2123485.2598790228 176890.64009892941, 2123481.6998467743 176392.25001960993, 2123612.0401372761 176392.12009860575, 2123619.7100694478 176891.04003252089)))
204;FAIRVIEW ES;POLYGON ((2100390.8798867762 137629.17990809679, 2100660.5899772793 137631.69991618395, 2100839.0299091041 137632.44991467893, 2100837.2500570267 137704.62988843024, 2100853.5600637794 137742.05993168056, 2100884.9799484462 137814.15001060069, 2100910.7400675267 137873.26012860239, 2100935.1701367795 137929.34006893635, 2100962.2901612818 137991.560088858, 2100988.9400423616 138052.68988785148, 2101010.6099465191 138102.46997201443, 2101034.290017277 138156.79007335007, 2101039.019994691 138167.62010417879, 2101038.3100223541 138213.10000009835, 2101037.5298401862 138263.94996401668, 2101036.7099599391 138316.98988418281, 2101036.4701310247 138332.14011634886, 2101021.9501469433 138377.95990660787, 2101003.5400787741 138436.07002660632, 2100985.1099975258 138494.21000218391, 2100964.4000651985 138559.55993710458, 2100934.9998615235 138559.57010768354, 2100877.1899377704 138559.59012076259, 2100814.580154866 138559.61013385653, 2100752.5799507797 138559.63014693558, 2100686.8799509406 138559.65016001463, 2100686.9101346135 138557.65016402304, 2100664.8101131916 138557.78992751241, 2100637.0798536986 138557.97988776863, 2100571.2400903553 138558.99005635083, 2100514.67983602 138559.8601333499, 2100462.5099928528 138560.11013285816, 2100422.8000985235 138550.4398766011, 2100384.6400698572 138540.35000176728, 2100346.7300406992 138516.16993202269, 2100302.8000104427 138488.16998802125, 2100254.3699891865 138457.29012851417, 2100207.8799246997 138427.94996410608, 2100162.3698451072 138399.51990285516, 2100114.900123775 138369.85001468658, 2100094.5300857723 138357.12989577651, 2100098.189855352 138357.68009151518, 2100141.5798604488 138330.08992360532, 2100236.0799995214 138270.00014877319, 2100259.43001844 138255.15011285245, 2100290.0198522806 138179.77001427114, 2100312.0099657774 138125.58016201854, 2100331.460058108 138077.679995358, 2100357.2700458616 138014.08989943564, 2100385.8500411958 137940.98998001218, 2100386.8598816991 137878.18990877271, 2100388.0101418644 137807.42987968028, 2100388.9399300218 137749.22986485064, 2100390.8798867762 137629.17990809679))
205;FILLMORE ES;MULTIPOLYGON (((2106247.7700758576 150827.62988910079, 2105860.2400110215 150825.10003851354, 2105865.9299602807 150331.89006693661, 2106250.2700708658 150335.4199155122, 2106250.0600975305 150464.75987993181, 2106249.8799797744 150581.57001377642, 2106439.10991627 150583.6198784411, 2106438.7798644453 150632.48985943198, 2106438.3901014477 150778.67985576391, 2106437.759853363 150828.8700440973, 2106247.7700758576 150827.62988910079)), ((2106231.5499639362 150999.74010919034, 2105857.9001206905 150998.35002009571, 2105859.9900115281 150843.70990943909, 2106233.3101310283 150847.60983601213, 2106437.5000113547 150849.74992360175, 2106435.6000807732 151000.49995018542, 2106231.5499639362 150999.74010919034)))
206;GREEN PASTURES ES;POLYGON ((2161050.0298936963 188473.59003010392, 2161054.6299501061 188016.17001318932, 2161574.5898681879 188019.71987485886, 2161743.7499629408 188020.87013502419, 2161906.3900576085 188021.98004093766, 2161936.5599447787 188022.17984367907, 2162227.9701231122 188023.98987942934, 2162224.2099600285 188363.16997535527, 2162223.0298442692 188469.38990727067, 2161561.6299203634 188471.7599812746, 2161559.66010803 188631.6901075989, 2161048.43015936 188633.50014334917, 2161050.0298936963 188473.59003010392))
